TweetID,Group,Valence,Dominance,Care_virtue,Care_virtue,Fairness_virtue,Fairness_vice,Loyalty_Virtue,Loyalty_Vice,Authority_virtue,Authority_vice,Purity_virtue,Purity_vice
/738370247141556225,lib,0.5833333333,0.7083333333,1,0,1,0,1,0,0,0,0,0
/738391435481886720,lib,0.875,0.75,1,0,1,0,1,0,1,0,0,0
/738391974080716800,lib,0.375,0.5416666667,1,0,1,0,1,0,0,0,0,0
/738392383986012164,lib,0.3333333333,0.4583333333,1,0,1,0,1,0,0,0,0,0
/738395168852705280,lib,0.8333333333,0.5416666667,1,0,1,0,1,0,0,0,0,0
/738395290281988097,lib,0.625,0.6666666667,1,0,1,0,1,0,0,0,0,0
/738404972602134532,lib,0.9166666667,0.875,1,0,0,0,0,0,1,0,0,0
/738413794301349888,lib,0.5416666667,0.5416666667,1,0,1,0,1,0,0,0,0,0
/738414351569190912,lib,-0.1666666667,-0.2916666667,0,1,0,1,0,0,1,0,0,0
/738415265080352768,lib,0.5416666667,0.625,1,0,1,0,1,0,0,0,0,0
/738422408038780928,lib,0.5833333333,0.9583333333,1,0,1,0,1,0,0,0,0,0
/738426520281190401,con,-0.3333333333,-0.5,0,0,0,1,0,0,0,0,0,0
/738433203527094272,lib,0.04166666667,0.2083333333,1,1,0,0,1,0,0,0,0,0
/738435250481696768,lib,0.875,0.7916666667,1,0,1,0,1,0,0,0,0,0
/738439894419275777,lib,0.7916666667,0.6666666667,1,0,1,0,1,0,0,0,0,0
/738442747158355968,lib,0.7083333333,0.8333333333,1,0,1,0,1,0,0,0,0,0
/738443771587661824,lib,0.5,0.6666666667,1,0,1,0,1,0,0,0,0,0
/738455313821491200,lib,0.75,0.7083333333,1,0,1,0,1,0,0,0,0,0
/738467105847312388,lib,0.75,0.2916666667,1,0,0,0,0,0,1,0,0,0
/738467513978081281,con,0.75,0.7916666667,1,0,1,0,1,0,0,0,0,0
/738468586159738881,lib,0.7916666667,0.7916666667,1,0,1,0,1,0,0,0,0,0
/738471396343324672,lib,0.8333333333,1,1,0,1,0,1,0,0,0,0,0
/738479926995648512,lib,0.6666666667,0.8333333333,1,0,1,0,1,0,1,0,0,0
/738486136683778049,lib,0,-0.5,0,1,0,0,0,0,0,0,0,0
/738490980253335552,lib,0.2083333333,0.4583333333,1,0,1,0,1,0,0,0,0,0
/738506455146319873,con,0.75,0.7916666667,1,0,1,0,1,0,0,0,0,0
/738508039301562370,lib,0.3333333333,0.4166666667,1,0,0,0,0,0,0,0,0,0
/738532852296351744,lib,0.7083333333,0.5833333333,1,0,1,0,0,0,0,0,0,0
/738533954320371712,con,0.3333333333,0.375,0,0,0,1,0,0,0,0,0,0
/738539857782407168,con,0.4166666667,0.25,0,0,0,0,0,0,0,0,0,0
/738543746686410752,lib,0.9583333333,0.7083333333,1,0,1,0,1,0,0,0,0,0
/738543760770928641,lib,0.9583333333,0.7083333333,1,0,1,0,1,0,0,0,0,0
/738547840260001794,lib,0.75,0.5,1,0,1,0,1,0,0,0,0,0
/738547853652463616,lib,1,0.75,1,0,1,0,1,0,0,0,0,0
/738549744604090374,con,-0.375,0.04166666667,0,1,0,1,0,0,0,0,0,0
/738569405882376192,lib,0.4166666667,0.4166666667,1,0,1,0,1,0,0,0,0,0
/738569956556742657,lib,0.8333333333,0.5833333333,1,0,1,0,1,0,0,0,0,0
/738586915658555394,con,0.5416666667,0.5833333333,1,0,1,0,1,0,0,0,0,0
/738590930744147970,lib,0.9583333333,0.75,1,0,1,0,1,0,1,0,0,0
/738700903335755776,lib,0.4583333333,-0.04166666667,1,0,0,0,0,0,1,0,0,0
/738713149537280000,lib,0.8333333333,1,1,0,1,0,1,0,0,0,0,0
/738799317738262528,lib,0.4166666667,0,1,0,0,0,0,0,0,0,0,0
/738810393166897152,con,0.04166666667,-0.08333333333,0,0,0,1,0,0,0,1,0,0
/739075037148250112,con,-0.75,-0.4583333333,0,1,0,1,0,1,0,1,0,0
/739116925771493376,con,-0.04166666667,-0.125,0,0,0,0,0,0,0,0,0,0
/739148735364489217,lib,0.5,-0.04166666667,0,0,0,0,0,0,1,0,0,0
/739499803260817408,con,-0.375,-0.7083333333,0,1,1,0,0,0,0,1,0,0
/739499934408286209,con,-0.375,-0.7083333333,0,1,0,1,0,0,0,1,0,0
/739499970701582337,con,-0.375,-0.7083333333,0,1,0,1,0,0,0,1,0,0
/739500033460998144,con,-0.375,-0.7083333333,0,1,0,1,0,0,0,1,0,0
/739501423512199168,con,-0.5416666667,-0.5833333333,0,1,0,1,0,0,0,0,0,0
/739505340555923456,lib,0.8333333333,0.6666666667,1,0,0,0,1,0,0,0,0,0
/739533486797688832,lib,-0.5416666667,-0.3333333333,0,1,0,0,0,0,0,0,0,0
/739569749068156928,con,-0.4166666667,-0.125,0,1,0,1,0,0,0,1,0,0
/739899585859031042,con,0.4166666667,0.25,0,0,0,0,0,0,0,0,0,0
/739932475745411072,con,0.625,-0.2083333333,0,0,0,0,0,0,0,0,0,0
/739956130693193729,con,-0.4166666667,0.2916666667,0,0,0,1,0,0,0,1,0,0
/739964989675446272,lib,-0.2083333333,-0.625,0,1,0,1,0,0,0,0,0,0
/739979985805443072,con,-0.08333333333,-0.04166666667,0,0,0,1,0,0,0,1,0,0
/740200164254744576,con,0.2916666667,0.04166666667,0,0,0,0,1,0,0,0,0,0
/740271457641455616,con,0.2083333333,-0.2083333333,0,0,0,0,0,0,0,0,0,0
/740312106751426561,con,-0.25,-0.04166666667,0,0,0,0,0,0,0,1,0,0
/740343901396013056,con,0.25,-0.2916666667,0,0,0,0,0,0,0,0,0,0
/740355452840579072,lib,-0.4166666667,-0.3333333333,0,1,0,1,0,0,0,0,0,0
/740365336105615360,lib,0.08333333333,0.125,0,1,0,0,0,0,0,0,0,0
/740621275857571840,lib,0.04166666667,0.3333333333,1,1,0,1,1,0,0,0,0,0
/740757009717448704,con,-0.2916666667,0.04166666667,0,1,0,1,0,0,0,0,0,0
/740969097744109568,con,-0.375,-0.5416666667,0,1,0,1,0,0,1,0,0,0
/740972498322235393,lib,0.9583333333,0.125,0,0,0,0,0,0,1,0,0,0
/741101172493156356,con,0.3333333333,0.2083333333,1,0,1,0,0,0,1,0,0,0
/741124376960094208,con,0.08333333333,-0.4583333333,0,0,0,0,0,0,0,0,0,0
/741217275445936129,con,-0.125,-0.04166666667,0,0,0,1,0,0,1,0,0,0
/741277813127413760,lib,0.4166666667,0.3333333333,0,0,0,0,0,0,1,0,0,0
/741284149613334528,con,-0.08333333333,-0.5416666667,0,0,0,1,0,0,1,0,0,0
/741285176836231168,lib,0.08333333333,0.1666666667,0,0,0,0,0,0,1,0,0,0
/741532702231396352,lib,-0.7916666667,-0.9166666667,0,1,0,0,1,0,0,0,0,0
/741538539439984640,lib,-0.9166666667,-0.375,0,1,1,0,0,0,0,0,0,0
/741553811236347905,lib,-0.25,-0.2083333333,1,0,1,0,0,0,0,0,0,0
/741608700876558336,lib,-0.4583333333,-0.4166666667,0,1,1,0,1,0,0,0,1,0
/741612102280962048,lib,-0.2083333333,0.1666666667,1,0,1,0,0,0,0,1,0,0
/741622407505448962,lib,-0.125,-0.5833333333,0,1,0,0,1,0,0,0,0,0
/741631963836997634,lib,0.2916666667,0.1666666667,1,0,1,0,0,0,0,0,0,0
/741634143449124864,lib,-0.5416666667,-1,0,1,0,1,1,0,0,0,0,0
/741659843514093570,con,-0.75,-0.2916666667,0,1,0,1,0,0,0,0,0,0
/741686812666646528,con,-0.2916666667,-0.08333333333,0,1,0,1,0,0,0,0,0,0
/741707126767116288,con,0.7083333333,0.3333333333,1,0,0,1,1,0,0,0,0,0
/741726696479576064,lib,-0.8333333333,-0.4166666667,0,1,0,0,1,0,0,0,0,0
/741910874101796864,lib,0.08333333333,-0.125,0,0,0,0,0,0,0,0,0,0
/741919687370506240,lib,-0.2916666667,-0.5,0,1,0,1,1,0,0,0,0,0
/741920706217320448,lib,-0.2916666667,-0.7083333333,1,1,0,1,1,0,0,0,0,0
/741921402731659268,lib,-0.04166666667,-0.125,0,1,1,0,0,0,0,0,0,0
/741930931984998400,con,-0.04166666667,-0.08333333333,0,1,0,0,0,0,0,0,0,0
/741943287808942080,con,-0.4583333333,-0.8333333333,0,1,0,0,0,0,0,0,0,0
/741943729678880768,con,-0.5416666667,-0.4166666667,0,1,0,1,0,0,0,0,0,0
/741966948561354754,con,-0.2916666667,-0.2083333333,1,1,0,1,0,0,0,1,0,0
/741968804163420160,lib,-0.875,-0.4583333333,1,1,1,0,1,0,0,1,0,0
/741971621532073984,lib,-0.5416666667,-0.3333333333,0,1,0,1,1,0,0,0,0,0
/741974774910320642,lib,0.125,0,1,0,0,0,0,0,0,0,0,0
/741975381025161216,con,-0.375,-0.4583333333,0,1,0,0,0,0,0,0,0,0
/741983553106378753,lib,-0.375,-0.5833333333,1,1,0,0,1,0,0,0,0,0
/741984489413345280,lib,-0.1666666667,0.2916666667,1,0,0,1,1,1,1,1,0,0
/741987276163416064,con,-0.2083333333,-0.2916666667,0,0,0,1,0,0,0,1,0,0
/741988787769643008,con,-0.125,-0.4166666667,0,0,0,1,0,0,0,0,0,0
/741989361667825665,con,-0.5,-0.25,1,1,0,1,0,0,0,1,0,0
/741993871505301507,lib,-0.25,0.04166666667,1,1,1,0,0,0,0,0,0,0
/741995978232856576,lib,-0.7083333333,-0.08333333333,0,1,1,0,1,0,0,0,0,0
/741996401572368384,lib,-0.9166666667,-0.875,0,1,0,0,0,0,0,0,0,0
/741998115117375488,lib,0.3333333333,-0.25,1,0,1,0,0,0,1,0,0,0
/742000123765460992,lib,-0.1666666667,-0.3333333333,0,0,0,1,0,0,0,0,0,1
/742000585105379328,lib,-0.5833333333,-0.4166666667,0,1,0,1,0,0,0,0,0,0
/742002298835075072,con,-1,-0.625,0,1,0,1,0,1,0,0,0,0
/742002314123333632,lib,-0.625,-0.2916666667,0,1,0,1,0,0,0,0,0,0
/742003466399285248,con,0.08333333333,-0.125,1,0,0,0,0,0,0,0,0,0
/742004345575723008,lib,-0.125,-0.3333333333,1,0,1,0,0,0,0,0,0,0
/742004474689032192,con,-0.2916666667,-0.2916666667,0,0,0,1,0,0,0,1,0,0
/742005060046053376,lib,-0.1666666667,0,0,1,0,1,0,0,0,0,0,0
/742006138372161536,lib,-0.5416666667,-0.7083333333,0,1,0,1,0,0,0,0,0,0
/742006534113263617,lib,-0.4583333333,-0.625,1,1,0,1,1,0,0,0,0,0
/742007405727207425,con,0.25,-0.375,0,0,0,0,0,0,0,0,0,0
/742007638762917892,lib,0.04166666667,-0.08333333333,1,0,1,0,0,0,0,0,0,0
/742007729691230210,lib,-0.625,-0.375,0,1,1,0,0,0,0,0,0,0
/742008562973573120,lib,-0.3333333333,-0.4166666667,0,1,0,1,0,0,0,0,0,0
/742009029594120193,lib,0.2916666667,-0.4583333333,1,0,1,0,1,0,0,0,0,0
/742009690079387648,con,-0.5416666667,-0.375,1,1,0,1,0,0,0,0,0,0
/742009733347823616,con,-0.7916666667,-0.625,0,1,0,1,0,0,0,0,0,0
/742009900008636416,lib,-0.1666666667,-0.08333333333,0,1,0,1,0,0,0,0,0,0
/742009941901201408,lib,0.1666666667,-0.1666666667,1,0,0,0,0,0,0,0,0,0
/742010091193401344,lib,-0.75,-0.9166666667,1,1,0,1,1,0,0,0,0,1
/742010407502684160,lib,-0.5416666667,-0.6666666667,0,1,0,1,0,0,0,0,0,0
/742012012285308930,lib,-0.2083333333,-0.375,0,1,0,1,0,0,0,0,0,0
/742012454331404289,con,-0.7916666667,-0.1666666667,0,1,0,0,0,0,0,0,0,1
/742012614205542400,lib,-0.25,-0.125,1,0,1,0,0,0,0,0,0,0
/742012780690055169,lib,-0.375,0.4583333333,1,1,1,0,1,0,1,0,0,0
/742013009803911168,lib,0.04166666667,-0.2083333333,1,1,0,1,1,0,0,0,0,0
/742013497974870016,lib,0.4166666667,0.5833333333,1,1,1,0,0,0,0,0,0,0
/742013535526526976,lib,-0.3333333333,0.4583333333,1,1,0,0,1,0,0,0,0,0
/742013648202309632,con,-0.4166666667,-0.5416666667,0,0,0,0,0,0,0,0,0,1
/742013928213872640,con,-0.4583333333,-0.3333333333,0,0,0,1,0,0,0,0,0,0
/742014147043438592,lib,-0.08333333333,0.2916666667,1,1,1,0,0,0,1,1,0,1
/742014959610126337,lib,-0.3333333333,-0.375,0,1,0,1,0,0,0,0,0,0
/742015160374562817,lib,0.125,-0.2083333333,1,1,0,0,1,0,0,0,0,0
/742015226455941120,lib,-0.75,-0.4583333333,0,1,0,1,0,1,1,1,0,1
/742015577984749569,lib,-0.7083333333,-0.9166666667,0,1,0,0,1,0,0,0,0,0
/742015760852221952,lib,0.04166666667,-0.6666666667,0,1,1,0,0,0,1,1,0,0
/742016359710756864,con,-0.4166666667,-0.125,0,1,0,1,0,1,0,0,0,0
/742016633477156864,lib,0.375,0.2916666667,1,0,1,0,0,0,1,0,0,0
/742016773139095552,lib,-0.875,-0.7083333333,0,1,0,1,1,0,0,0,0,1
/742017072201244672,lib,-0.6666666667,-0.2916666667,0,1,0,1,1,1,0,0,0,0
/742017150097887232,lib,0.625,0.25,1,0,1,0,1,0,1,0,0,0
/742017199993327616,con,-0.5416666667,-0.2083333333,0,1,0,0,0,0,0,0,0,0
/742018751806210048,lib,-0.875,-0.6666666667,0,1,0,1,1,0,0,0,0,1
/742019683654631424,lib,-0.3333333333,-0.5,0,1,0,1,0,0,0,0,0,1
/742019694002089984,con,0.2083333333,-0.4166666667,0,1,0,1,1,0,0,0,0,0
/742020006624514052,lib,-0.4166666667,0.125,1,1,1,0,1,0,0,0,0,0
/742020973990383616,lib,-0.1666666667,-0.5,1,1,0,0,1,0,0,0,0,0
/742021798758252544,con,0.3333333333,-0.2083333333,0,0,0,0,0,0,0,0,0,0
/742021969890152448,lib,-0.5833333333,-0.2916666667,0,1,0,1,0,0,0,0,0,0
/742022044104196096,con,-0.125,-0.25,1,0,0,1,0,0,0,0,0,0
/742022946453999617,lib,0.625,0.2083333333,1,1,1,0,1,0,0,1,0,0
/742023441927286785,lib,-0.4583333333,-0.4166666667,0,0,0,1,1,0,0,0,0,0
/742023460185083904,con,-0.4583333333,-0.375,0,1,0,1,0,0,0,0,0,0
/742023874452332544,lib,-0.04166666667,-0.08333333333,1,1,1,0,1,0,0,0,0,1
/742024007126384640,con,-0.2916666667,-0.04166666667,1,1,1,0,1,0,0,0,0,0
/742025003428904960,lib,-0.4583333333,-0.9583333333,0,1,0,0,0,0,0,0,0,0
/742025155581382658,lib,-0.625,0.04166666667,1,1,0,1,1,0,0,1,0,0
/742025531252695040,lib,0.4166666667,0.5,1,0,1,0,0,0,0,0,0,0
/742025567814488065,lib,-0.7916666667,-0.5,0,1,0,1,0,0,0,1,0,0
/742026114651029504,lib,-0.7083333333,-0.5833333333,0,1,0,1,1,1,0,1,0,0
/742026239926493184,lib,-0.04166666667,-0.375,0,1,0,0,0,0,0,0,0,0
/742026717301198848,lib,0,0.3333333333,1,1,1,0,1,0,0,0,0,1
/742026965792722944,lib,-0.9166666667,0.1666666667,1,1,1,0,1,1,1,1,0,0
/742026993798025216,con,-0.3333333333,-0.4166666667,0,1,0,1,0,0,0,0,0,0
/742027294953377792,lib,-0.75,-0.8333333333,1,1,0,1,0,0,0,0,0,0
/742027983909687296,con,0.25,0.1666666667,0,1,0,1,0,0,0,0,0,1
/742028430812844032,lib,0,0.5,0,1,1,0,0,0,0,1,0,0
/742028706449743872,con,-0.875,-0.2083333333,0,1,0,1,0,0,0,0,0,1
/742028757733642240,con,-0.2916666667,-0.2916666667,0,1,0,1,0,0,0,0,0,0
/742028979603968001,con,-0.4166666667,-0.25,1,1,1,0,0,0,0,1,0,0
/742029135296528385,con,-0.75,-0.08333333333,0,0,0,0,0,0,0,0,0,1
/742029564558364672,con,-0.6666666667,-0.1666666667,0,1,0,1,0,0,0,1,0,0
/742030015655727104,con,-0.5,0.125,0,1,0,1,0,0,0,1,0,1
/742031168179036160,lib,0.125,-0.25,1,1,1,0,1,0,0,0,1,0
/742031892858474496,con,-0.5,-0.4166666667,0,1,0,1,0,0,0,0,0,0
/742032110924402688,con,-0.3333333333,-0.25,0,1,0,1,0,0,0,0,0,0
/742032500650856449,con,0.4583333333,0.4166666667,0,0,0,1,0,0,0,0,0,0
/742033086842568705,lib,-0.25,-0.3333333333,0,0,0,1,0,0,0,1,0,0
/742033146967887872,con,-0.4166666667,-0.4583333333,0,1,0,1,0,0,0,1,0,0
/742033328497385472,lib,0.375,0.2083333333,1,1,1,0,0,0,0,0,0,0
/742033916689842176,con,-0.2916666667,-0.2916666667,0,1,0,1,0,0,0,0,0,0
/742034027423485952,con,-0.6666666667,-0.625,0,1,0,0,0,0,0,0,0,0
/742034399076614144,lib,-0.2083333333,-0.3333333333,0,1,0,1,0,0,0,1,0,0
/742034702874345472,con,-0.1666666667,-0.25,0,1,0,1,0,0,0,1,0,0
/742034995137675264,lib,-0.875,-0.25,1,1,0,1,1,0,0,1,0,1
/742035472172490752,lib,0.125,-0.125,0,1,0,0,0,0,0,0,0,0
/742035482066976768,con,0.04166666667,0.125,1,1,0,0,0,0,0,0,0,0
/742036516243931136,con,0.4166666667,0.3333333333,1,0,1,0,1,0,1,0,0,0
/742037314692513793,lib,-0.8333333333,-0.08333333333,1,1,1,0,0,0,0,0,0,0
/742037792130256896,con,0,-0.2916666667,0,0,0,0,0,0,0,0,0,0
/742038053749989377,lib,-0.6666666667,-0.2083333333,0,1,0,1,0,0,0,0,1,0
/742038058678288384,con,0,-0.2083333333,0,0,0,1,0,0,0,0,0,0
/742038628050690050,lib,-0.9166666667,-0.75,0,1,0,1,1,0,0,0,0,0
/742038882623979521,lib,-0.04166666667,-0.08333333333,1,0,0,1,0,0,0,0,0,0
/742039031244935168,con,-0.625,-0.3333333333,0,0,0,1,0,0,0,0,0,1
/742039390751428612,lib,0.2083333333,0.125,1,1,1,0,0,0,0,0,0,0
/742040104034807808,lib,-0.7083333333,0.1666666667,1,1,0,1,0,0,0,0,0,0
/742040257256816640,lib,-0.7083333333,-0.08333333333,0,1,0,1,0,0,0,0,0,0
/742040477529149441,lib,0.2916666667,0.7916666667,1,1,1,0,0,0,0,0,0,0
/742041029826740224,con,-0.4583333333,-0.2916666667,1,1,0,0,0,0,0,0,0,0
/742041199108861953,con,-0.5416666667,-0.375,0,1,0,1,0,0,0,0,0,0
/742041877789200384,con,-0.3333333333,-0.25,0,1,0,1,0,0,0,0,0,0
/742041991391760386,con,-0.4166666667,-0.5833333333,0,1,0,1,0,0,0,0,0,0
/742042586521604096,lib,0.625,0.2916666667,0,0,0,0,0,0,0,0,0,0
/742042647276068864,lib,-0.9166666667,-0.5416666667,0,1,0,1,0,1,0,0,0,0
/742043477479849985,con,-0.2916666667,-0.4166666667,0,0,0,0,0,0,0,0,0,0
/742043878300127232,lib,-0.625,-0.9166666667,1,1,0,0,1,0,0,0,0,0
/742044918600728576,lib,0.5416666667,0.75,1,0,1,0,1,0,1,0,0,0
/742045015946330112,con,-0.4166666667,-0.2916666667,1,0,0,1,0,0,0,0,0,1
/742045078953308160,con,-0.5,-0.125,0,1,0,0,0,0,0,1,0,0
/742045138118119429,lib,0.9166666667,0.5,1,0,0,0,1,0,1,0,0,0
/742045536908247040,lib,-0.4583333333,-0.625,0,1,0,1,1,0,0,0,0,0
/742046777348481024,lib,-0.4583333333,0.375,0,1,0,1,1,1,0,1,0,0
/742047551092756480,con,0.2083333333,0.125,0,0,1,0,0,0,0,0,0,0
/742048381795598337,lib,0.4166666667,-0.25,0,0,1,0,0,0,1,0,0,0
/742048640735141889,lib,0.125,0.25,1,1,0,1,1,0,0,1,0,0
/742048746020712449,con,0.08333333333,0,1,1,0,1,0,0,0,0,0,0
/742048820700295169,lib,0.2083333333,0.3333333333,0,0,1,0,0,0,0,0,0,0
/742049189283106816,lib,0.04166666667,-0.7083333333,0,1,0,0,1,0,0,0,0,0
/742049427276210176,con,-0.2916666667,-0.2916666667,0,1,0,0,0,0,0,1,0,0
/742049479595986944,lib,0.4583333333,-0.125,1,0,1,0,0,0,1,0,0,0
/742049940919095297,con,0,-0.4166666667,0,0,0,0,0,0,0,0,0,0
/742050554357157888,con,-0.5,-0.7083333333,0,1,0,1,0,0,0,0,0,0
/742051384934047744,lib,0.125,0.25,1,1,0,1,0,1,0,0,0,0
/742051548226686976,lib,-0.6666666667,-0.4583333333,0,1,0,1,0,0,0,0,0,0
/742051774253662208,con,-0.2916666667,-0.3333333333,0,0,0,1,0,0,0,0,0,0
/742052913392934912,lib,-0.4166666667,-0.2083333333,0,0,0,0,0,0,0,0,0,0
/742053219254161408,con,-0.2916666667,-0.2916666667,0,1,0,1,0,0,0,1,0,0
/742054383639105538,con,-0.875,-0.4583333333,0,1,0,0,0,0,0,0,0,0
/742054856257507328,lib,0.2916666667,-0.3333333333,0,0,0,1,0,0,1,0,0,0
/742054932560281600,con,-0.125,-0.5416666667,0,0,0,0,0,0,0,0,0,0
/742055032288247808,con,0.04166666667,-0.1666666667,0,0,0,0,0,0,0,1,0,0
/742055153738612737,lib,-0.25,-0.04166666667,1,1,1,0,1,0,1,0,0,0
/742055255987232768,con,-0.3333333333,-0.3333333333,0,1,0,0,0,0,0,0,0,0
/742055266888384512,lib,-0.3333333333,-0.3333333333,0,1,0,1,1,0,0,0,0,0
/742055329979109376,con,-0.125,0.2083333333,1,1,0,1,0,0,0,0,0,0
/742055347863605250,lib,-0.75,-0.4166666667,0,1,0,1,1,0,0,0,0,0
/742055531154538496,con,0.3333333333,-0.4166666667,0,0,0,1,0,0,1,0,0,0
/742055802773614592,con,-0.625,-0.5,0,1,0,1,0,0,0,1,0,0
/742057016118652928,lib,0.1666666667,0.2916666667,1,0,1,0,0,0,1,0,0,0
/742057845747810312,con,-0.3333333333,0.125,1,1,0,1,0,0,1,1,0,0
/742058305485410304,con,-1,-0.25,0,1,0,0,0,0,0,1,0,0
/742058622121713664,lib,-0.3333333333,-0.375,0,1,0,1,0,0,0,0,0,1
/742058749616066562,con,-0.3333333333,-0.3333333333,0,1,0,0,0,0,0,0,0,0
/742059489826836480,con,0.2083333333,-0.2083333333,0,0,0,0,0,0,0,0,0,0
/742059660895719424,con,-0.2083333333,-0.2916666667,0,1,0,0,0,0,0,0,0,1
/742059764394381313,lib,-0.3333333333,-0.125,0,0,0,1,0,0,0,0,0,0
/742059868136312837,lib,0.7083333333,0.875,1,0,1,0,1,0,0,0,0,0
/742061561200685057,con,0.125,0.125,1,1,0,0,1,0,0,0,0,0
/742061803203661825,lib,-0.5416666667,-0.04166666667,0,1,1,0,0,0,0,0,1,0
/742062971174559744,lib,0.2916666667,0.125,1,0,1,0,1,0,0,0,0,0
/742063801638354944,con,-0.2916666667,-0.375,0,1,0,1,0,0,0,0,0,1
/742064424718999552,con,-0.9583333333,-0.08333333333,1,1,0,1,0,1,0,1,0,1
/742065765075931136,con,0,-0.2083333333,0,1,0,0,0,0,0,0,0,0
/742065924937650177,con,-0.9166666667,-0.2916666667,0,1,0,1,0,1,0,1,0,1
/742066630360866816,con,-0.125,-0.4166666667,0,1,0,1,0,0,0,0,0,0
/742066999795187713,lib,-0.25,-0.3333333333,0,0,0,0,0,0,0,0,0,0
/742068227803615232,con,-0.375,-0.125,0,0,0,1,0,0,0,0,0,1
/742068668893257728,lib,-0.125,0.08333333333,1,0,1,0,1,0,0,0,0,0
/742069153029337088,lib,-0.04166666667,0.3333333333,1,1,1,0,0,0,0,0,0,0
/742069166744690690,con,-0.8333333333,-0.2916666667,0,1,0,1,0,1,0,1,1,0
/742070221813358596,con,-0.625,-0.125,0,1,0,1,0,0,0,0,0,0
/742070353694883840,con,-0.5,-0.625,0,1,0,1,0,0,0,0,0,0
/742070463728386049,con,-0.125,-0.1666666667,0,0,0,0,0,0,0,0,0,0
/742070612429017088,lib,-0.375,-0.375,0,1,0,1,1,0,0,1,0,0
/742072436951154688,con,-0.75,-0.04166666667,0,1,0,1,0,0,0,1,0,0
/742072966716919809,con,0,-0.2916666667,0,1,0,1,0,0,0,0,0,0
/742073239271268353,lib,0,0.08333333333,1,1,1,0,1,0,0,0,0,1
/742073900792610818,con,-0.125,-0.04166666667,1,1,0,0,0,0,0,0,0,0
/742074898193993728,con,-0.25,-0.04166666667,0,1,0,1,0,0,0,0,0,0
/742076887011319808,lib,-0.4583333333,-0.625,0,1,0,1,1,1,0,0,0,0
/742077279149248513,con,0.125,-0.08333333333,1,0,0,0,0,0,0,0,0,0
/742077322958753793,lib,0.25,-0.1666666667,1,0,1,0,1,0,0,0,0,0
/742077389375700992,con,-0.7916666667,-0.8333333333,0,1,0,1,0,0,0,0,0,1
/742077767739658240,lib,-0.2916666667,-0.5416666667,0,1,0,1,1,0,0,0,0,0
/742077809246507008,lib,-0.3333333333,-0.5416666667,0,1,0,0,0,0,1,1,0,0
/742078210251296768,con,-0.08333333333,-0.5416666667,0,1,0,0,1,1,0,1,0,0
/742078296259710977,con,-0.3333333333,-0.3333333333,0,1,0,1,0,0,0,0,0,0
/742078526602379265,con,0.375,0.125,0,0,1,0,0,0,0,0,0,0
/742078581589868544,con,-0.5833333333,-0.25,0,1,0,1,0,0,0,0,0,0
/742078599243702273,lib,-0.2083333333,0.2916666667,1,1,1,0,0,0,0,0,0,0
/742078639680917504,lib,-0.125,0.2083333333,0,0,0,1,0,0,0,0,0,0
/742078889803927552,lib,0.6666666667,0.5416666667,1,0,1,0,1,0,0,0,0,0
/742079005743034368,con,-0.4583333333,-0.4166666667,0,1,0,0,0,0,0,0,0,0
/742079982927765504,con,-0.25,-0.4583333333,0,1,0,1,1,0,0,1,0,0
